x,y,z,t1,t2,t3,t4
0.16951631883796153,0.00912104440635006,0.03317399329545678,0.05784080367938671,0.09719181024842705,0.10904968060332543,1.3637585091482476
0.1939793188144792,0.0974144056680134,0.02512009852919156,0.4914909605013038,0.5021118905110553,-0.4292248571668039,1.4971129666557488
0.16940975781616813,-0.005678773917292015,0.02425798963494674,-0.036060738972969686,0.11155424255807267,0.16430780609160478,1.2941379513503226
0.15959970523899553,0.10567431543299055,0.03737657389541907,0.6213520184817507,0.27691188089369656,-0.17442662310829582,1.4675147422145993
0.17677683705456962,-0.0801414876420038,0.03287065954499757,-0.4526792550205474,0.2950530450086448,-0.16469133735763375,1.439638292348989
0.10097806901399571,-0.056879463083815494,0.052885788465635436,-0.5687827987885918,-0.32497854642216406,0.4022921926536718,1.4926863537684922
0.10337387366264375,-0.03655491136906346,0.023142254081858882,-0.3805569630984935,-0.33444624549421775,0.6556124719434044,1.2488337735508135
0.15185720504204647,-0.009441175843687456,0.04756444703572993,-0.06740356112269086,-0.05449684930817478,0.17619089230307416,1.4483059570051007
0.12907451077362633,-0.04898076605451916,0.049113017434541134,-0.39624380491272637,-0.15719554412814363,0.2749349896357802,1.4522605544923635
0.15069709673172826,0.10522050193815777,0.03585341797711972,0.649004779052081,0.21884585017921765,-0.07819566991914173,1.4293498197399241
0.13453192483818793,-0.041216257641328406,0.03769822193063907,-0.3244824830568598,-0.12472496495954966,0.3342642222302372,1.3604607427293125
0.12207896095216748,-0.025776319945746574,0.04467551432860578,-0.2300177575370197,-0.25932858171900475,0.4107033526746411,1.4186252290443637
0.13374406055166307,0.0774927639717799,0.04367075848892596,0.5668418748338429,-0.018979144647290447,0.16678855304737228,1.4221905915999182
0.21280954274008682,0.05376898653109705,0.022874718706022285,0.2616238984285908,0.5175591866572087,-0.43693290112621164,1.4893737144690031
0.16945830726948166,0.10330803999701217,0.024532513741064244,0.5806499220445818,0.34655580238781125,-0.17469621676744862,1.3981404143796374
0.12512104492313283,-0.053230145285493684,0.030638102663127914,-0.43981878888784887,-0.14398271044637,0.4131995992696069,1.3007831111767632
0.1344608541004912,-0.024932064030699582,0.02477974731863511,-0.20084711651661258,-0.13091332784128085,0.4488046115214328,1.252108716319848
0.11277862718792782,0.10807348297557946,0.050341196661827486,0.8203123014694356,0.001333616990969233,0.08851887216198384,1.480147510847047
0.12538489987868653,0.024822292434166473,0.03873635211619561,0.21552052107507302,-0.22766237756994046,0.4296597127868267,1.3680026647831138
0.1582735448713387,-0.043547617871591844,0.031505446230312706,-0.28935782590167425,0.06122790973421477,0.16891270704985417,1.3398593832159311
0.10066173153468728,0.10849910141369667,0.04618353360029015,0.8856758536806708,-0.05359187290630274,0.18638768683989304,1.4372041860664098
0.11131505071970436,0.03843316915590803,0.0482144823513172,0.3692341185985957,-0.3144423151999315,0.4310975184181427,1.4533447967817887
0.1425013027120718,-0.06651147290093609,0.04026702065517307,-0.4713467994505869,0.0015449136656326967,0.17023240513793714,1.3982226811964302
0.14796450563313476,0.038725323777320395,0.04460056021851122,0.277472081449071,-0.042376210453005214,0.1864327673515671,1.4259434431014382
0.1342645771892285,0.08275230531798089,0.0445348581691469,0.5950056323760631,0.005349597240702275,0.13083679179340812,1.4338136109658897
0.15962017551829308,0.03303880733187228,0.040189233409291314,0.22018108113355117,0.0380030225708512,0.12650029139365082,1.405496686035498
0.11764174837058239,0.12375517648830107,0.023090559906975977,0.8641957474772592,0.15246793322994812,0.1192463249084803,1.2982857418615716
0.11550614572009345,-0.1280049931806563,0.047182960676570684,-0.8908272568471529,0.13425322779862592,-0.053901693640682646,1.4896484658420568
0.12517589585744493,-0.11547292803554349,0.03850845775101017,-0.7954439395712825,0.11947480439312708,0.03614072412082159,1.4143844714860514
0.10635610642434756,-0.14483523247455454,0.040646770103914626,-0.9933869661695729,0.20435471711082198,-0.09673244075751297,1.462377723646691
0.1693218070350545,0.11589653822932744,0.021107840076695222,0.6349245874582439,0.40940399175796727,-0.24527657616975362,1.4058725844117865
0.12628010853283822,-0.09446896042796021,0.03292411293458494,-0.6907774339743051,0.026245499089847968,0.20071429754011016,1.343040203370042
0.12406585399327849,-0.10829841041938071,0.0391519377215572,-0.7683033926612777,0.07404625781251228,0.08976500734032689,1.406188734847161
0.12756877296359787,0.02888580965183481,0.024802561238498194,0.24492667536448876,-0.17543856068012076,0.49471986700630577,1.250718693673815
0.10900004564350213,0.12366215890424764,0.031635258590844206,0.905642989181761,0.09507832309203001,0.12448990068578758,1.3504317762221825
0.1476833831936496,0.046974631335005144,0.04644871635735626,0.33329238719210963,-0.02745206967344882,0.15409566894200588,1.443356400731443
0.14448605363665565,0.05754952547425563,0.020655660105379392,0.40979017240333593,0.023914668694853036,0.30653329624901016,1.2395520350561369
0.12721335644223905,0.11662141923529647,0.0466167937817496,0.7914716503267272,0.12926006641910015,-0.04268581749671352,1.4834257510776134
0.1570036725404218,0.03702278640811976,0.028731665893893005,0.24998232569615886,0.04429152909181111,0.21322419781432722,1.3124842730938617
0.13763836458168197,0.07184030637515318,0.050366497549906825,0.5194278059696589,-0.022035895901123537,0.11597468240987441,1.4760612134912492
0.15722498236957222,-0.026848299271683976,0.051679437060469735,-0.18280977254256814,-0.0001919187357510843,0.07951060116352338,1.4906813175722278
0.16651069018824097,-0.07289325547855943,0.04481307221317643,-0.4408083108489047,0.18513615730637234,-0.10374250924365835,1.488606351937286
0.1857254892295209,-0.06349079107005245,0.021764496354672952,-0.3503861689393948,0.3239897180900426,-0.11739716841067094,1.3634074503206284
0.140418371532591,-0.13578397670714237,0.03470120886898184,-0.8132695955896752,0.32334687460483447,-0.22204692439450102,1.4687000497896667
0.1185539058315008,-0.027636280997324323,0.04311225243052311,-0.25377253451102066,-0.2806527685245537,0.4428742764290643,1.4077784920954894
0.11346143652781815,-0.07572754817902891,0.0504788145648197,-0.6411724388243725,-0.16068478950924847,0.2674373085440369,1.4632474809652116
0.13575086867487343,-0.044030521091121474,0.038366863208601665,-0.34183221154001187,-0.11006068018808746,0.31302248266863897,1.3670381975194486
0.11184450026742108,0.08999200440408696,0.02418726188529216,0.7335447860767574,-0.058744746872273934,0.3744556239671468,1.2542891229051272
